id,term_type,category,category_en,category_fa,fa,de,en,definition_en,definition_de,example_de,example_fa,example_de_2,example_fa_2,source,example_style
635,core,Heißarbeiten und Schweißtechnik,Hot work and welding,کار گرم و جوشکاری,چرخ حمل کپسول گاز,Gasflaschenwagen,gas cylinder trolley,"Gas cylinder trolley is a piece of equipment or a technical component selected and used to help plan, perform and control work safely.","Gasflaschenwagen ist ein Arbeitsmittel oder technisches Bauteil, das ausgewählt und eingesetzt wird, um Arbeiten sicher zu planen, auszuführen und zu kontrollieren.","Die Gasflasche stand aufrecht, war gegen Umfallen gesichert und wurde mit Ventilschutzkappe getrennt von Wärmequellen gelagert.",کپسول گاز عمودی، در برابر واژگونی مهار و با کلاهک شیر دور از منابع گرما نگهداری شد.,"Bei der Prüfung und Freigabe von „Gasflaschenwagen“ wurde folgender Sachverhalt dokumentiert: Die Gasflasche stand aufrecht, war gegen Umfallen gesichert und wurde mit Ventilschutzkappe getrennt von Wärmequellen gelagert.",در بازرسی و تأیید «چرخ حمل کپسول گاز» وضعیت زیر ثبت شد: کپسول گاز عمودی، در برابر واژگونی مهار و با کلاهک شیر دور از منابع گرما نگهداری شد.,GefStoffV; TRGS 528; DGUV Regel 100-500 Kap. 2.26; BG BAU,praxisnah-v6-szenario-und-dokumentation
636,core,Heißarbeiten und Schweißtechnik,Hot work and welding,کار گرم و جوشکاری,شیر یا تجهیز جلوگیری از برگشت شعله,Rückschlagsicherung,flashback arrestor,"Flashback arrestor is an occupational safety concept used to support the safe planning, execution and control of work.","Rückschlagsicherung ist ein Begriff des Arbeitsschutzes, der die sichere Planung, Ausführung und Kontrolle von Arbeiten unterstützt.","Vor Rückschlagsicherung wurden brennbare Stoffe entfernt, Gasflaschen gesichert, Absaugung eingerichtet und Brandwache sowie Nachkontrolle festgelegt.",پیش از «شیر یا تجهیز جلوگیری از برگشت شعله»، مواد قابل اشتعال حذف، کپسول‌ها مهار، مکش برقرار و نگهبان حریق و کنترل بعدی تعیین شد.,"Im RAMS und in der Unterweisung zu „Rückschlagsicherung“ wurde dieser konkrete Arbeitsablauf beschrieben: Vor Rückschlagsicherung wurden brennbare Stoffe entfernt, Gasflaschen gesichert, Absaugung eingerichtet und Brandwache sowie Nachkontrolle festgelegt.",در RAMS و آموزش مربوط به «شیر یا تجهیز جلوگیری از برگشت شعله» این روند واقعی کار شرح داده شد: پیش از «شیر یا تجهیز جلوگیری از برگشت شعله»، مواد قابل اشتعال حذف، کپسول‌ها مهار، مکش برقرار و نگهبان حریق و کنترل بعدی تعیین شد.,GefStoffV; TRGS 528; DGUV Regel 100-500 Kap. 2.26; BG BAU,praxisnah-v6-szenario-und-dokumentation
637,core,Heißarbeiten und Schweißtechnik,Hot work and welding,کار گرم و جوشکاری,مجموعه شیلنگ,Schlauchpaket,hose assembly,"Hose assembly is a piece of equipment or a technical component selected and used to help plan, perform and control work safely.","Schlauchpaket ist ein Arbeitsmittel oder technisches Bauteil, das ausgewählt und eingesetzt wird, um Arbeiten sicher zu planen, auszuführen und zu kontrollieren.",Schlauchpaket: Funken konnten durch eine Öffnung in einen nicht einsehbaren Bereich fallen. Bei der Nachkontrolle wurde bestätigt: Der Funkenflug wurde in angrenzenden und verdeckten Bereichen kontrolliert.,مجموعه شیلنگ: جرقه‌ها می‌توانستند از بازشو به محدوده‌ای خارج از دید سقوط کنند. در کنترل مجدد تأیید شد: پرتاب جرقه در محدوده‌های مجاور و پنهان کنترل شد.,Bei der Prüfung und Freigabe von „Schlauchpaket“ wurde folgender Sachverhalt dokumentiert: Funken konnten durch eine Öffnung in einen nicht einsehbaren Bereich fallen. Bei der Nachkontrolle wurde bestätigt: Der Funkenflug wurde in angrenzenden und verdeckten Bereichen kontrolliert.,در بازرسی و تأیید «مجموعه شیلنگ» وضعیت زیر ثبت شد: جرقه‌ها می‌توانستند از بازشو به محدوده‌ای خارج از دید سقوط کنند. در کنترل مجدد تأیید شد: پرتاب جرقه در محدوده‌های مجاور و پنهان کنترل شد.,GefStoffV; TRGS 528; DGUV Regel 100-500 Kap. 2.26; BG BAU,praxisnah-v6-szenario-und-dokumentation
638,core,Heißarbeiten und Schweißtechnik,Hot work and welding,کار گرم و جوشکاری,پایش حریق پس از پایان کار گرم,Nachbrandkontrolle,post-work fire watch,"Post-work fire watch is a person with defined competence or responsibility who helps to plan, perform and control work safely.","Nachbrandkontrolle bezeichnet eine Person mit festgelegter Qualifikation oder Verantwortung, die dazu beiträgt, Arbeiten sicher zu planen, auszuführen und zu kontrollieren.",Die Brandwache kontrollierte während und nach den Schweißarbeiten angrenzende Bereiche auf Funkenflug und verdeckte Glutnester.,نگهبان حریق حین و پس از جوشکاری، مناطق مجاور را از نظر جرقه و نقاط پنهان گداخته کنترل کرد.,In der Gefährdungsbeurteilung zu „Nachbrandkontrolle“ wurde dieser Praxisfall dokumentiert: Die Brandwache kontrollierte während und nach den Schweißarbeiten angrenzende Bereiche auf Funkenflug und verdeckte Glutnester.,در ارزیابی ریسک «پایش حریق پس از پایان کار گرم» این وضعیت عملی ثبت شد: نگهبان حریق حین و پس از جوشکاری، مناطق مجاور را از نظر جرقه و نقاط پنهان گداخته کنترل کرد.,GefStoffV; TRGS 528; DGUV Regel 100-500 Kap. 2.26; BG BAU,praxisnah-v6-szenario-und-dokumentation
639,core,Explosionsschutz,Explosion protection,حفاظت در برابر انفجار,منطقه دارای خطر انفجار,Explosionsgefährdeter Bereich,hazardous area,"Hazardous area is a defined physical location, route or boundary arranged to help plan, perform and control work safely.","Explosionsgefährdeter Bereich bezeichnet einen festgelegten räumlichen Bereich, Weg oder eine Begrenzung, die dazu dient, Arbeiten sicher zu planen, auszuführen und zu kontrollieren.","Explosionsgefährdeter Bereich: Vor Arbeitsbeginn war keine Freimessung durchgeführt worden. Bei der Nachkontrolle wurde bestätigt: Freisetzung, Lüftung und mögliche Zonen wurden im Explosionsschutzdokument bewertet.",منطقه دارای خطر انفجار: پیش از شروع کار اندازه‌گیری گاز انجام نشده بود. در کنترل مجدد تأیید شد: انتشار، تهویه و مناطق احتمالی در مدرک حفاظت انفجار ارزیابی شدند.,"In der Gefährdungsbeurteilung zu „Explosionsgefährdeter Bereich“ wurde dieser Praxisfall dokumentiert: Vor Arbeitsbeginn war keine Freimessung durchgeführt worden. Bei der Nachkontrolle wurde bestätigt: Freisetzung, Lüftung und mögliche Zonen wurden im Explosionsschutzdokument bewertet.",در ارزیابی ریسک «منطقه دارای خطر انفجار» این وضعیت عملی ثبت شد: پیش از شروع کار اندازه‌گیری گاز انجام نشده بود. در کنترل مجدد تأیید شد: انتشار، تهویه و مناطق احتمالی در مدرک حفاظت انفجار ارزیابی شدند.,GefStoffV; BetrSichV; TRGS 720–725; TRBS 1201 Teil 1,praxisnah-v6-szenario-und-dokumentation
640,core,Explosionsschutz,Explosion protection,حفاظت در برابر انفجار,زون ۰ گاز و بخار قابل انفجار,Zone 0,Zone 0,"Zone 0 is a defined physical location, route or boundary arranged to help plan, perform and control work safely.","Zone 0 bezeichnet einen festgelegten räumlichen Bereich, Weg oder eine Begrenzung, die dazu dient, Arbeiten sicher zu planen, auszuführen und zu kontrollieren.",In der Zone 0 durften nur entsprechend gekennzeichnete elektrische Geräte verwendet werden; private Telefone blieben außerhalb.,در «زون ۰ گاز و بخار قابل انفجار» فقط تجهیزات برقی دارای علامت مناسب مجاز بود و تلفن‌های شخصی بیرون از محدوده ماندند.,Im RAMS und in der Unterweisung zu „Zone 0“ wurde dieser konkrete Arbeitsablauf beschrieben: In der Zone 0 durften nur entsprechend gekennzeichnete elektrische Geräte verwendet werden; private Telefone blieben außerhalb.,در RAMS و آموزش مربوط به «زون ۰ گاز و بخار قابل انفجار» این روند واقعی کار شرح داده شد: در «زون ۰ گاز و بخار قابل انفجار» فقط تجهیزات برقی دارای علامت مناسب مجاز بود و تلفن‌های شخصی بیرون از محدوده ماندند.,GefStoffV; BetrSichV; TRGS 720–725; TRBS 1201 Teil 1,praxisnah-v6-szenario-und-dokumentation
641,core,Explosionsschutz,Explosion protection,حفاظت در برابر انفجار,زون ۱ گاز و بخار قابل انفجار,Zone 1,Zone 1,"Zone 1 is a defined physical location, route or boundary arranged to help plan, perform and control work safely.","Zone 1 bezeichnet einen festgelegten räumlichen Bereich, Weg oder eine Begrenzung, die dazu dient, Arbeiten sicher zu planen, auszuführen und zu kontrollieren.",In der Zone 1 durften nur entsprechend gekennzeichnete elektrische Geräte verwendet werden; private Telefone blieben außerhalb.,در «زون ۱ گاز و بخار قابل انفجار» فقط تجهیزات برقی دارای علامت مناسب مجاز بود و تلفن‌های شخصی بیرون از محدوده ماندند.,Im RAMS und in der Unterweisung zu „Zone 1“ wurde dieser konkrete Arbeitsablauf beschrieben: In der Zone 1 durften nur entsprechend gekennzeichnete elektrische Geräte verwendet werden; private Telefone blieben außerhalb.,در RAMS و آموزش مربوط به «زون ۱ گاز و بخار قابل انفجار» این روند واقعی کار شرح داده شد: در «زون ۱ گاز و بخار قابل انفجار» فقط تجهیزات برقی دارای علامت مناسب مجاز بود و تلفن‌های شخصی بیرون از محدوده ماندند.,GefStoffV; BetrSichV; TRGS 720–725; TRBS 1201 Teil 1,praxisnah-v6-szenario-und-dokumentation
642,core,Explosionsschutz,Explosion protection,حفاظت در برابر انفجار,زون ۲ گاز و بخار قابل انفجار,Zone 2,Zone 2,"Zone 2 is a defined physical location, route or boundary arranged to help plan, perform and control work safely.","Zone 2 bezeichnet einen festgelegten räumlichen Bereich, Weg oder eine Begrenzung, die dazu dient, Arbeiten sicher zu planen, auszuführen und zu kontrollieren.",In der Zone 2 durften nur entsprechend gekennzeichnete elektrische Geräte verwendet werden; private Telefone blieben außerhalb.,در «زون ۲ گاز و بخار قابل انفجار» فقط تجهیزات برقی دارای علامت مناسب مجاز بود و تلفن‌های شخصی بیرون از محدوده ماندند.,Im RAMS und in der Unterweisung zu „Zone 2“ wurde dieser konkrete Arbeitsablauf beschrieben: In der Zone 2 durften nur entsprechend gekennzeichnete elektrische Geräte verwendet werden; private Telefone blieben außerhalb.,در RAMS و آموزش مربوط به «زون ۲ گاز و بخار قابل انفجار» این روند واقعی کار شرح داده شد: در «زون ۲ گاز و بخار قابل انفجار» فقط تجهیزات برقی دارای علامت مناسب مجاز بود و تلفن‌های شخصی بیرون از محدوده ماندند.,GefStoffV; BetrSichV; TRGS 720–725; TRBS 1201 Teil 1,praxisnah-v6-szenario-und-dokumentation
643,core,Explosionsschutz,Explosion protection,حفاظت در برابر انفجار,زون ۲۰ گردوغبار قابل انفجار,Zone 20,Zone 20,"Zone 20 is a defined physical location, route or boundary arranged to help plan, perform and control work safely.","Zone 20 bezeichnet einen festgelegten räumlichen Bereich, Weg oder eine Begrenzung, die dazu dient, Arbeiten sicher zu planen, auszuführen und zu kontrollieren.",In der Zone 20 durften nur entsprechend gekennzeichnete elektrische Geräte verwendet werden; private Telefone blieben außerhalb.,در «زون ۲۰ گردوغبار قابل انفجار» فقط تجهیزات برقی دارای علامت مناسب مجاز بود و تلفن‌های شخصی بیرون از محدوده ماندند.,Im RAMS und in der Unterweisung zu „Zone 20“ wurde dieser konkrete Arbeitsablauf beschrieben: In der Zone 20 durften nur entsprechend gekennzeichnete elektrische Geräte verwendet werden; private Telefone blieben außerhalb.,در RAMS و آموزش مربوط به «زون ۲۰ گردوغبار قابل انفجار» این روند واقعی کار شرح داده شد: در «زون ۲۰ گردوغبار قابل انفجار» فقط تجهیزات برقی دارای علامت مناسب مجاز بود و تلفن‌های شخصی بیرون از محدوده ماندند.,GefStoffV; BetrSichV; TRGS 720–725; TRBS 1201 Teil 1,praxisnah-v6-szenario-und-dokumentation
644,core,Explosionsschutz,Explosion protection,حفاظت در برابر انفجار,زون ۲۱ گردوغبار قابل انفجار,Zone 21,Zone 21,"Zone 21 is a defined physical location, route or boundary arranged to help plan, perform and control work safely.","Zone 21 bezeichnet einen festgelegten räumlichen Bereich, Weg oder eine Begrenzung, die dazu dient, Arbeiten sicher zu planen, auszuführen und zu kontrollieren.",In der Zone 21 durften nur entsprechend gekennzeichnete elektrische Geräte verwendet werden; private Telefone blieben außerhalb.,در «زون ۲۱ گردوغبار قابل انفجار» فقط تجهیزات برقی دارای علامت مناسب مجاز بود و تلفن‌های شخصی بیرون از محدوده ماندند.,Im RAMS und in der Unterweisung zu „Zone 21“ wurde dieser konkrete Arbeitsablauf beschrieben: In der Zone 21 durften nur entsprechend gekennzeichnete elektrische Geräte verwendet werden; private Telefone blieben außerhalb.,در RAMS و آموزش مربوط به «زون ۲۱ گردوغبار قابل انفجار» این روند واقعی کار شرح داده شد: در «زون ۲۱ گردوغبار قابل انفجار» فقط تجهیزات برقی دارای علامت مناسب مجاز بود و تلفن‌های شخصی بیرون از محدوده ماندند.,GefStoffV; BetrSichV; TRGS 720–725; TRBS 1201 Teil 1,praxisnah-v6-szenario-und-dokumentation
645,core,Explosionsschutz,Explosion protection,حفاظت در برابر انفجار,زون ۲۲ گردوغبار قابل انفجار,Zone 22,Zone 22,"Zone 22 is a defined physical location, route or boundary arranged to help plan, perform and control work safely.","Zone 22 bezeichnet einen festgelegten räumlichen Bereich, Weg oder eine Begrenzung, die dazu dient, Arbeiten sicher zu planen, auszuführen und zu kontrollieren.",In der Zone 22 durften nur entsprechend gekennzeichnete elektrische Geräte verwendet werden; private Telefone blieben außerhalb.,در «زون ۲۲ گردوغبار قابل انفجار» فقط تجهیزات برقی دارای علامت مناسب مجاز بود و تلفن‌های شخصی بیرون از محدوده ماندند.,Im RAMS und in der Unterweisung zu „Zone 22“ wurde dieser konkrete Arbeitsablauf beschrieben: In der Zone 22 durften nur entsprechend gekennzeichnete elektrische Geräte verwendet werden; private Telefone blieben außerhalb.,در RAMS و آموزش مربوط به «زون ۲۲ گردوغبار قابل انفجار» این روند واقعی کار شرح داده شد: در «زون ۲۲ گردوغبار قابل انفجار» فقط تجهیزات برقی دارای علامت مناسب مجاز بود و تلفن‌های شخصی بیرون از محدوده ماندند.,GefStoffV; BetrSichV; TRGS 720–725; TRBS 1201 Teil 1,praxisnah-v6-szenario-und-dokumentation
646,core,Explosionsschutz,Explosion protection,حفاظت در برابر انفجار,دمای اشتعال,Zündtemperatur,ignition temperature,"Ignition temperature is an occupational safety concept used to support the safe planning, execution and control of work.","Zündtemperatur ist ein Begriff des Arbeitsschutzes, der die sichere Planung, Ausführung und Kontrolle von Arbeiten unterstützt.","Zündtemperatur: Ein nicht geeignetes elektrisches Betriebsmittel wurde in einem explosionsgefährdeten Bereich eingesetzt. Die Arbeit blieb bis zur Umsetzung der folgenden Maßnahme unterbrochen: Erdung, Potentialausgleich und Kontrolle weiterer Zündquellen wurden umgesetzt.",دمای اشتعال: یک تجهیز الکتریکی نامناسب در محدوده انفجاری استفاده می‌شد. کار تا اجرای اقدام زیر متوقف ماند: اتصال زمین، هم‌بندی و کنترل سایر منابع جرقه اجرا شدند.,"Für „Zündtemperatur“ wurde der folgende Mess- oder Bewertungsfall nachvollziehbar dokumentiert: Ein nicht geeignetes elektrisches Betriebsmittel wurde in einem explosionsgefährdeten Bereich eingesetzt. Die Arbeit blieb bis zur Umsetzung der folgenden Maßnahme unterbrochen: Erdung, Potentialausgleich und Kontrolle weiterer Zündquellen wurden umgesetzt.",برای «دمای اشتعال» وضعیت اندازه‌گیری یا ارزیابی زیر به‌صورت قابل پیگیری ثبت شد: یک تجهیز الکتریکی نامناسب در محدوده انفجاری استفاده می‌شد. کار تا اجرای اقدام زیر متوقف ماند: اتصال زمین، هم‌بندی و کنترل سایر منابع جرقه اجرا شدند.,GefStoffV; BetrSichV; TRGS 720–725; TRBS 1201 Teil 1,praxisnah-v6-szenario-und-dokumentation
647,core,Explosionsschutz,Explosion protection,حفاظت در برابر انفجار,نقطه اشتعال,Flammpunkt,flash point,"Flash point is a defined physical location, route or boundary arranged to help plan, perform and control work safely.","Flammpunkt bezeichnet einen festgelegten räumlichen Bereich, Weg oder eine Begrenzung, die dazu dient, Arbeiten sicher zu planen, auszuführen und zu kontrollieren.","Flammpunkt: Vor Arbeitsbeginn war keine Freimessung durchgeführt worden. Die Arbeit blieb bis zur Umsetzung der folgenden Maßnahme unterbrochen: Erdung, Potentialausgleich und Kontrolle weiterer Zündquellen wurden umgesetzt.",نقطه اشتعال: پیش از شروع کار اندازه‌گیری گاز انجام نشده بود. کار تا اجرای اقدام زیر متوقف ماند: اتصال زمین، هم‌بندی و کنترل سایر منابع جرقه اجرا شدند.,"Im RAMS und in der Unterweisung zu „Flammpunkt“ wurde dieser konkrete Arbeitsablauf beschrieben: Vor Arbeitsbeginn war keine Freimessung durchgeführt worden. Die Arbeit blieb bis zur Umsetzung der folgenden Maßnahme unterbrochen: Erdung, Potentialausgleich und Kontrolle weiterer Zündquellen wurden umgesetzt.",در RAMS و آموزش مربوط به «نقطه اشتعال» این روند واقعی کار شرح داده شد: پیش از شروع کار اندازه‌گیری گاز انجام نشده بود. کار تا اجرای اقدام زیر متوقف ماند: اتصال زمین، هم‌بندی و کنترل سایر منابع جرقه اجرا شدند.,GefStoffV; BetrSichV; TRGS 720–725; TRBS 1201 Teil 1,praxisnah-v6-szenario-und-dokumentation
648,core,Explosionsschutz,Explosion protection,حفاظت در برابر انفجار,حد پایین انفجار,Untere Explosionsgrenze,lower explosive limit,"Lower explosive limit is an occupational safety concept used to support the safe planning, execution and control of work.","Untere Explosionsgrenze ist ein Begriff des Arbeitsschutzes, der die sichere Planung, Ausführung und Kontrolle von Arbeiten unterstützt.",Untere Explosionsgrenze: Ein nicht geeignetes elektrisches Betriebsmittel wurde in einem explosionsgefährdeten Bereich eingesetzt. Bei der Nachkontrolle wurde bestätigt: Atmosphäre wurde vor und während der Arbeit mit festgelegten Alarmgrenzen überwacht.,حد پایین انفجار: یک تجهیز الکتریکی نامناسب در محدوده انفجاری استفاده می‌شد. در کنترل مجدد تأیید شد: جو پیش و حین کار با حدود هشدار مشخص پایش شد.,In der Gefährdungsbeurteilung zu „Untere Explosionsgrenze“ wurde dieser Praxisfall dokumentiert: Ein nicht geeignetes elektrisches Betriebsmittel wurde in einem explosionsgefährdeten Bereich eingesetzt. Bei der Nachkontrolle wurde bestätigt: Atmosphäre wurde vor und während der Arbeit mit festgelegten Alarmgrenzen überwacht.,در ارزیابی ریسک «حد پایین انفجار» این وضعیت عملی ثبت شد: یک تجهیز الکتریکی نامناسب در محدوده انفجاری استفاده می‌شد. در کنترل مجدد تأیید شد: جو پیش و حین کار با حدود هشدار مشخص پایش شد.,GefStoffV; BetrSichV; TRGS 720–725; TRBS 1201 Teil 1,praxisnah-v6-szenario-und-dokumentation
649,core,Explosionsschutz,Explosion protection,حفاظت در برابر انفجار,حد بالای انفجار,Obere Explosionsgrenze,upper explosive limit,"Upper explosive limit is an occupational safety concept used to support the safe planning, execution and control of work.","Obere Explosionsgrenze ist ein Begriff des Arbeitsschutzes, der die sichere Planung, Ausführung und Kontrolle von Arbeiten unterstützt.",Obere Explosionsgrenze: Vor Arbeitsbeginn war keine Freimessung durchgeführt worden. Im RAMS wurde als konkrete Maßnahme festgelegt: Atmosphäre wurde vor und während der Arbeit mit festgelegten Alarmgrenzen überwacht.,حد بالای انفجار: پیش از شروع کار اندازه‌گیری گاز انجام نشده بود. در RAMS اقدام مشخص زیر تعیین شد: جو پیش و حین کار با حدود هشدار مشخص پایش شد.,In der Gefährdungsbeurteilung zu „Obere Explosionsgrenze“ wurde dieser Praxisfall dokumentiert: Vor Arbeitsbeginn war keine Freimessung durchgeführt worden. Im RAMS wurde als konkrete Maßnahme festgelegt: Atmosphäre wurde vor und während der Arbeit mit festgelegten Alarmgrenzen überwacht.,در ارزیابی ریسک «حد بالای انفجار» این وضعیت عملی ثبت شد: پیش از شروع کار اندازه‌گیری گاز انجام نشده بود. در RAMS اقدام مشخص زیر تعیین شد: جو پیش و حین کار با حدود هشدار مشخص پایش شد.,GefStoffV; BetrSichV; TRGS 720–725; TRBS 1201 Teil 1,praxisnah-v6-szenario-und-dokumentation
650,core,Explosionsschutz,Explosion protection,حفاظت در برابر انفجار,مخلوط انفجارپذیر,Explosionsfähiges Gemisch,explosive mixture,"Explosive mixture is an occupational safety concept used to support the safe planning, execution and control of work.","Explosionsfähiges Gemisch ist ein Begriff des Arbeitsschutzes, der die sichere Planung, Ausführung und Kontrolle von Arbeiten unterstützt.","Explosionsfähiges Gemisch: Vor Arbeitsbeginn war keine Freimessung durchgeführt worden. Freisetzung, Lüftung und mögliche Zonen wurden im Explosionsschutzdokument bewertet.",مخلوط انفجارپذیر: پیش از شروع کار اندازه‌گیری گاز انجام نشده بود. انتشار، تهویه و مناطق احتمالی در مدرک حفاظت انفجار ارزیابی شدند.,"In der Gefährdungsbeurteilung zu „Explosionsfähiges Gemisch“ wurde dieser Praxisfall dokumentiert: Vor Arbeitsbeginn war keine Freimessung durchgeführt worden. Freisetzung, Lüftung und mögliche Zonen wurden im Explosionsschutzdokument bewertet.",در ارزیابی ریسک «مخلوط انفجارپذیر» این وضعیت عملی ثبت شد: پیش از شروع کار اندازه‌گیری گاز انجام نشده بود. انتشار، تهویه و مناطق احتمالی در مدرک حفاظت انفجار ارزیابی شدند.,GefStoffV; BetrSichV; TRGS 720–725; TRBS 1201 Teil 1,praxisnah-v6-szenario-und-dokumentation
651,core,Explosionsschutz,Explosion protection,حفاظت در برابر انفجار,سند حفاظت در برابر انفجار,Explosionsschutzdokument,explosion protection document,"Explosion protection document is a condition, event or source of energy that can cause harm if it is not adequately controlled.","Explosionsschutzdokument bezeichnet einen Zustand, ein Ereignis oder eine Energiequelle, die ohne ausreichende Beherrschung Schäden verursachen kann.","Explosionsschutzdokument: In einem Bereich konnten sich brennbare Dämpfe ansammeln, ohne dass die Zone bewertet war. Im RAMS wurde als konkrete Maßnahme festgelegt: Freisetzung, Lüftung und mögliche Zonen wurden im Explosionsschutzdokument bewertet.",سند حفاظت در برابر انفجار: در محدوده‌ای امکان تجمع بخارات قابل اشتعال وجود داشت، بدون آنکه منطقه‌بندی شده باشد. در RAMS اقدام مشخص زیر تعیین شد: انتشار، تهویه و مناطق احتمالی در مدرک حفاظت انفجار ارزیابی شدند.,"Im Dokument „Explosionsschutzdokument“ wurde der folgende projektspezifische Sachverhalt mit Maßnahme, Verantwortlichem und Frist festgehalten: In einem Bereich konnten sich brennbare Dämpfe ansammeln, ohne dass die Zone bewertet war. Im RAMS wurde als konkrete Maßnahme festgelegt: Freisetzung, Lüftung und mögliche Zonen wurden im Explosionsschutzdokument bewertet.",در سند «سند حفاظت در برابر انفجار» وضعیت پروژه‌ای زیر همراه با اقدام، مسئول و مهلت ثبت شد: در محدوده‌ای امکان تجمع بخارات قابل اشتعال وجود داشت، بدون آنکه منطقه‌بندی شده باشد. در RAMS اقدام مشخص زیر تعیین شد: انتشار، تهویه و مناطق احتمالی در مدرک حفاظت انفجار ارزیابی شدند.,GefStoffV; BetrSichV; TRGS 720–725; TRBS 1201 Teil 1,praxisnah-v6-szenario-und-dokumentation
652,core,Explosionsschutz,Explosion protection,حفاظت در برابر انفجار,ارزیابی منابع اشتعال,Zündquellenbewertung,ignition source assessment,"Ignition source assessment is a documented requirement or record used to define, communicate or demonstrate how to plan, perform and control work safely.","Zündquellenbewertung ist eine dokumentierte Vorgabe oder Aufzeichnung, mit der festgelegt, vermittelt oder nachgewiesen wird, wie Arbeiten sicher zu planen, auszuführen und zu kontrollieren ist.","Zündquellenbewertung: In einem Bereich konnten sich brennbare Dämpfe ansammeln, ohne dass die Zone bewertet war. Im RAMS wurde als konkrete Maßnahme festgelegt: Nur für die Zone geeignete und gekennzeichnete Betriebsmittel durften verwendet werden.",ارزیابی منابع اشتعال: در محدوده‌ای امکان تجمع بخارات قابل اشتعال وجود داشت، بدون آنکه منطقه‌بندی شده باشد. در RAMS اقدام مشخص زیر تعیین شد: فقط تجهیزات مناسب و علامت‌دار برای منطقه مجاز بودند.,"Für „Zündquellenbewertung“ wurde der folgende Mess- oder Bewertungsfall nachvollziehbar dokumentiert: In einem Bereich konnten sich brennbare Dämpfe ansammeln, ohne dass die Zone bewertet war. Im RAMS wurde als konkrete Maßnahme festgelegt: Nur für die Zone geeignete und gekennzeichnete Betriebsmittel durften verwendet werden.",برای «ارزیابی منابع اشتعال» وضعیت اندازه‌گیری یا ارزیابی زیر به‌صورت قابل پیگیری ثبت شد: در محدوده‌ای امکان تجمع بخارات قابل اشتعال وجود داشت، بدون آنکه منطقه‌بندی شده باشد. در RAMS اقدام مشخص زیر تعیین شد: فقط تجهیزات مناسب و علامت‌دار برای منطقه مجاز بودند.,GefStoffV; BetrSichV; TRGS 720–725; TRBS 1201 Teil 1,praxisnah-v6-szenario-und-dokumentation
653,core,Explosionsschutz,Explosion protection,حفاظت در برابر انفجار,بار الکترواستاتیکی,Elektrostatische Aufladung,electrostatic charge,"Electrostatic charge is an occupational safety concept used to support the safe planning, execution and control of work.","Elektrostatische Aufladung ist ein Begriff des Arbeitsschutzes, der die sichere Planung, Ausführung und Kontrolle von Arbeiten unterstützt.","Elektrostatische Aufladung: In einem Bereich konnten sich brennbare Dämpfe ansammeln, ohne dass die Zone bewertet war. Die Arbeit blieb bis zur Umsetzung der folgenden Maßnahme unterbrochen: Freisetzung, Lüftung und mögliche Zonen wurden im Explosionsschutzdokument bewertet.",بار الکترواستاتیکی: در محدوده‌ای امکان تجمع بخارات قابل اشتعال وجود داشت، بدون آنکه منطقه‌بندی شده باشد. کار تا اجرای اقدام زیر متوقف ماند: انتشار، تهویه و مناطق احتمالی در مدرک حفاظت انفجار ارزیابی شدند.,"Im RAMS und in der Unterweisung zu „Elektrostatische Aufladung“ wurde dieser konkrete Arbeitsablauf beschrieben: In einem Bereich konnten sich brennbare Dämpfe ansammeln, ohne dass die Zone bewertet war. Die Arbeit blieb bis zur Umsetzung der folgenden Maßnahme unterbrochen: Freisetzung, Lüftung und mögliche Zonen wurden im Explosionsschutzdokument bewertet.",در RAMS و آموزش مربوط به «بار الکترواستاتیکی» این روند واقعی کار شرح داده شد: در محدوده‌ای امکان تجمع بخارات قابل اشتعال وجود داشت، بدون آنکه منطقه‌بندی شده باشد. کار تا اجرای اقدام زیر متوقف ماند: انتشار، تهویه و مناطق احتمالی در مدرک حفاظت انفجار ارزیابی شدند.,GefStoffV; BetrSichV; TRGS 720–725; TRBS 1201 Teil 1,praxisnah-v6-szenario-und-dokumentation
